ZIPCODE	GENDER_FEMALE	GENDER_MALE	GROUP_SIZE_CAT	AGE_CAT	AGE_T1	AGE_T2	BMI_T1	WEIGHT_T1	HIP_T1	HEIGHT_T1	WAIST_T1	BMI_T2	WEIGHT_T2	HIP_T2	HEIGHT_T2	WAIST_T2	EDUCATION_LOWER_T1	EDUCATION_LOWER_T2	WORK_T1	WORK_T2	LOW_QUALITY_OF_LIFE_T1	LOW_QUALITY_OF_LIFE_T2	DBP_T1	DBP_T2	HBF_T1	HBF_T2	MAP_T1	MAP_T2	SBP_T1	SBP_T2	HTN_MED_T1	CHO_T1	GLU_T1	CHO_T2	GLU_T2	RESPIRATORY_DISEASE_T1	PACKYEARS	SMOKING	METABOLIC_DISORDER_T1	METABOLIC_DISORDER_T2	LLDS	Quintile_LLDS	ALCOHOL_INTAKE_T1	KCAL_INTAKE_T1	MWK_VAL	SCOR_VAL	MWK_NO_VAL	SCOR_NO_VAL	SPORTS_T1	CYCLE_COMMUTE_T1	VOLUNTEER_T1	PREGNANCIES	OSTEOARTHRITIS_T1	DIAG_CFS_CDC	DIAG_FIBROMYALGIA_ACR	DIAG_IBS_ROME3	C_SUM_T1	A_SUM_T1	SC_SUM_T1	I_SUM_T1	E_SUM_T1	SD_SUM_T1	V_SUM_T1	D_SUM_T1	LTE_SUM_T1	LDI_SUM_T1	LTE_SUM_T2	LDI_SUM_T2	NSES_YEAR	MENTAL_DISORDER_T1	MENTAL_DISORDER_T2
8651	55.56	44.44	3	8	41.82	48.3	24.54	75.43	97.49	174.62	86.56	25.09	77.25	98.95	175.14	86.82	25.48	26.15	53.7	74.11	6.39	9.51	72.04	73.41	71.99	68.06	91.93	93.64	124.61	127.44	8.7	4.96	5.01	5.18	5.05	6.67	4.69	17.68	2.14	2.94	24.31	3.05	11.2	1979.59	639.11	3374.36	283.53	1596.49	65.31	48.48	40.29	1.95	5.47	1.97	4.35	5.14	29.17	18.97	19.87	22.33	22.17	29.0	18.94	27.92	0.94	2.52	0.82	2.07	2007.09	1.3	2.1
8701	54.88	45.12	9	9	48.81	53.91	25.53	77.71	99.05	174.18	90.15	25.4	77.35	99.3	174.33	89.46	39.89	40.56	60.49	58.78	10.86	11.23	73.32	74.28	69.9	68.32	93.42	95.36	127.06	131.01	16.76	5.25	5.07	5.28	5.1	8.58	8.51	23.4	4.55	5.89	23.37	2.84	8.32	2004.96	663.01	3405.09	302.3	1601.53	56.28	42.47	33.83	2.1	12.3	3.33	5.89	4.38	29.46	19.01	19.57	22.43	22.28	29.28	18.52	28.15	1.09	2.19	0.84	1.66	2009.95	1.68	2.08
8702	55.2	44.8	3	9	47.4	51.94	25.01	77.2	98.74	175.14	88.87	24.72	76.23	98.6	175.3	87.57	23.94	25.51	71.47	68.6	6.63	7.05	73.0	74.29	68.59	65.71	92.73	94.53	125.68	128.81	13.2	5.1	5.01	5.14	5.04	6.65	5.35	11.85	2.62	3.21	24.3	3.07	6.78	1959.59	510.99	2733.83	279.06	1574.22	61.74	46.74	35.89	2.13	10.43	0.46	2.33	3.23	29.84	17.88	19.16	21.57	21.45	30.32	17.71	28.95	0.82	1.86	0.67	1.62	2009.86	0.95	1.09
8711	58.21	41.79	4	8	42.76	47.91	25.24	77.39	98.75	174.47	88.35	25.23	77.41	99.66	174.78	88.03	31.88	30.56	72.65	74.58	7.51	5.32	72.36	73.1	69.74	66.81	91.69	92.97	123.74	125.96	11.94	5.11	4.92	5.07	4.92	7.74	4.83	15.02	1.48	2.76	22.99	2.79	8.63	2095.23	699.83	3697.18	300.18	1698.96	61.8	48.27	38.49	2.09	7.69	2.32	4.67	3.86	29.57	18.91	20.3	22.4	22.58	29.72	18.41	28.06	1.0	2.09	0.71	1.7	2009.91	1.07	1.09
8713	58.76	41.24	1	8	43.15	46.88	25.25	77.44	98.44	174.95	87.47	25.53	78.78	99.89	175.46	88.36	36.84	37.93	73.03	70.18	7.61	12.07	71.03	73.57	69.33	64.69	90.22	93.64	121.65	127.1	10.42	5.03	4.97	5.09	4.97	4.35	6.93	26.74	6.67	6.67	22.8	2.68	9.82	2057.95	347.29	1802.88	220.65	1169.69	40.0	32.84	46.0	2.38	6.19	0.0	0.0	5.88	29.8	18.14	19.54	22.0	22.38	29.57	17.31	28.07	1.0	2.5	0.76	2.29	2009.92	0.96	2.49
8715	61.86	38.14	1	8	44.18	49.67	26.6	82.13	101.28	175.43	91.24	26.8	82.61	102.53	175.28	91.88	40.0	38.46	76.6	75.0	11.58	10.77	73.59	73.3	70.59	67.73	93.11	93.69	125.79	127.73	9.38	5.08	4.91	5.33	4.93	6.32	5.09	23.66	1.04	1.04	22.4	2.58	7.49	2110.1	611.89	3112.3	215.5	1130.35	48.78	44.87	43.75	2.31	6.19	0.0	5.56	12.28	29.31	18.93	19.71	22.88	22.44	29.3	18.08	27.69	1.03	2.23	0.83	1.55	2008.68	2.11	1.79
8721	53.13	46.88	1	8	40.88	49.8	24.59	76.13	97.34	175.23	86.23	24.84	76.29	99.67	174.98	86.88	22.81	23.68	67.24	76.32	10.34	10.53	71.13	73.88	70.21	66.12	91.54	94.07	124.67	127.9	9.84	4.97	4.92	5.32	4.96	12.07	3.99	14.55	1.64	1.64	24.15	3.02	8.38	2106.01	505.08	2590.59	278.61	1458.24	60.78	31.91	52.5	2.21	9.38	0.0	5.71	2.86	29.12	18.65	19.68	22.29	22.59	29.35	18.35	28.86	1.09	1.98	0.95	2.05	2009.06	1.23	1.53
8723	53.29	46.71	3	8	44.2	48.93	25.69	80.64	100.07	177.0	89.87	25.31	78.89	99.95	176.36	88.37	29.04	28.87	78.33	80.83	5.32	6.19	74.04	74.2	68.54	66.06	93.57	94.39	126.82	127.98	12.91	5.13	5.03	5.12	4.96	11.71	5.61	18.77	2.35	2.68	22.84	2.76	10.35	2109.53	334.24	1732.64	254.86	1335.77	55.15	37.07	44.28	2.45	6.27	1.17	3.53	6.43	29.34	18.92	20.26	22.45	22.31	29.5	18.24	27.96	0.99	2.31	0.78	1.96	2009.96	1.47	2.49
8731	64.33	35.67	1	8	43.02	48.13	25.0	76.07	99.37	174.2	86.94	25.06	76.22	99.53	174.3	87.24	24.0	28.13	69.29	75.0	7.43	11.46	71.52	72.96	69.77	69.35	91.66	93.96	124.64	129.29	10.53	5.14	4.9	5.15	4.93	9.52	4.7	19.15	3.27	4.58	24.43	3.18	6.13	1987.84	394.32	2098.27	230.72	1280.27	61.54	22.5	44.0	2.3	7.64	1.08	6.38	8.51	29.27	18.77	20.5	22.62	22.97	29.11	18.85	27.6	1.3	2.57	0.77	2.18	2009.54	1.45	1.33
8734	60.0	40.0	1	8	42.96	48.44	25.2	77.81	99.26	175.43	88.18	25.36	78.11	100.05	175.16	87.95	25.2	25.61	76.23	82.93	7.09	4.88	72.92	73.08	70.64	67.29	92.31	92.69	124.94	125.19	6.98	5.07	4.88	5.18	4.93	11.81	4.84	15.7	0.81	3.23	22.26	2.58	8.09	2011.76	279.13	1457.29	220.46	1163.95	62.16	37.14	55.56	2.31	6.3	0.0	2.78	4.17	29.95	18.59	20.37	21.95	22.88	28.94	18.01	28.6	0.93	2.56	0.68	1.77	2009.57	0.78	1.47
8736	54.84	45.16	1	8	43.69	49.83	23.82	72.58	95.73	173.82	84.95	24.15	73.46	96.44	174.02	85.2	19.3	14.89	65.79	76.6	3.51	2.13	70.95	71.6	70.92	67.08	90.24	91.06	120.79	122.64	4.92	4.89	4.81	4.88	4.86	7.02	3.97	18.52	0.0	1.67	24.17	2.97	7.33	1989.03	504.37	2743.88	239.88	1421.43	71.43	40.0	38.1	2.47	1.61	2.5	5.13	5.0	29.43	19.0	19.96	21.98	21.74	29.55	18.98	28.13	1.17	2.5	0.66	1.61	2008.39	1.25	0.42
8742	65.38	34.62	1	9	49.17	52.63	25.44	77.63	99.0	173.99	88.73	25.14	77.93	98.83	175.37	87.51	22.0	24.32	62.5	63.16	10.2	13.51	71.13	71.74	68.31	67.88	90.92	92.44	122.63	126.4	21.57	5.21	5.02	5.27	4.84	4.17	7.38	10.2	3.85	3.85	23.54	2.88	6.55	2078.82	470.44	2416.16	296.28	1545.35	69.77	35.14	34.21	2.07	11.54	2.86	3.13	14.29	27.71	19.47	20.95	22.33	20.58	28.12	19.12	27.86	0.92	2.6	0.83	2.11	2009.85	2.62	3.27
8748	56.86	43.14	1	9	47.94	52.77	26.42	80.27	102.19	174.54	90.68	26.32	79.4	101.42	174.01	89.83	27.45	37.84	75.51	70.27	12.0	8.11	74.1	74.72	66.84	66.79	94.49	95.77	129.29	131.54	17.65	5.07	4.86	5.23	4.84	14.0	2.79	7.84	0.0	0.0	23.46	2.84	5.61	1994.18	497.88	2579.9	294.58	1563.44	70.83	21.95	39.39	2.25	5.88	8.57	2.94	5.71	29.47	19.0	20.28	22.7	23.17	30.0	18.36	28.83	0.92	1.71	1.0	1.49	2010.0	2.0	0.88
8754	70.27	29.73	1	8	44.59	50.24	26.51	79.15	101.27	172.72	89.26	26.6	78.78	101.53	172.25	89.8	34.29	40.43	52.17	56.52	15.71	10.64	71.18	72.78	69.66	66.16	90.81	93.71	122.72	128.92	13.7	5.26	4.75	5.25	4.75	12.86	5.63	21.74	4.11	4.17	24.45	3.12	7.42	1929.77	758.5	3991.08	328.93	1843.25	73.33	29.63	42.0	2.12	10.81	6.98	7.14	11.63	29.15	19.56	19.77	23.14	22.42	29.45	18.46	27.77	1.43	2.79	0.76	2.26	2009.68	2.01	1.1
8763	54.12	45.88	1	8	44.45	49.44	26.45	82.41	101.51	176.64	93.34	26.31	81.79	101.04	176.36	91.86	34.94	34.92	62.2	66.13	4.82	23.44	74.14	75.46	70.52	68.71	94.81	97.35	129.22	134.12	18.82	5.1	4.87	5.01	4.91	4.82	6.32	20.48	2.35	2.35	23.66	2.99	6.57	2193.34	789.86	4001.45	274.51	1424.67	53.42	30.56	42.62	2.1	9.41	3.28	3.33	3.33	29.21	19.39	20.19	22.97	21.89	29.61	18.59	28.14	1.21	2.11	0.83	2.08	2009.95	0.69	2.05
8765	60.76	39.24	1	9	46.62	49.98	25.55	76.84	98.11	172.18	90.4	25.61	78.36	99.37	174.41	90.74	25.0	24.07	70.15	64.29	5.63	8.93	72.89	75.89	70.78	69.85	92.73	96.47	125.71	131.45	16.67	5.18	4.9	5.25	4.9	12.68	5.18	12.86	3.85	3.85	24.64	3.09	8.28	2069.07	601.69	3044.68	221.29	1142.66	62.9	18.18	46.81	2.22	11.39	0.0	8.0	5.88	29.03	18.5	20.23	22.37	21.0	29.67	17.92	28.37	0.9	1.9	0.95	1.31	2009.85	0.79	0.32
8771	65.52	34.48	1	8	44.53	50.4	25.12	75.93	98.29	173.36	88.08	25.46	76.73	101.08	173.43	88.31	25.93	33.33	77.36	76.19	9.26	7.14	70.76	72.58	67.03	66.04	89.79	92.13	119.91	124.02	24.56	4.89	4.88	5.07	4.88	5.66	6.15	11.76	3.45	5.17	24.56	3.08	5.81	1954.69	581.62	3070.56	321.33	1769.11	68.89	50.0	50.0	2.32	8.62	5.56	5.71	8.33	29.42	19.88	19.82	22.58	22.25	29.55	18.79	28.06	0.83	2.13	0.9	1.69	2009.59	0.79	1.19
8801	60.11	39.89	5	8	42.91	47.22	26.04	79.88	100.8	175.02	88.06	26.03	79.81	100.81	174.92	88.44	30.11	33.24	74.77	76.23	9.64	12.93	73.15	73.92	72.83	70.2	92.89	94.19	126.02	128.62	13.17	5.04	4.97	5.07	5.03	8.55	6.42	23.19	2.2	4.04	23.2	2.8	6.74	1994.37	496.18	2615.75	263.2	1450.87	55.85	38.55	27.51	1.89	6.54	2.45	6.46	5.45	29.82	19.08	19.97	22.43	22.97	29.41	18.09	28.06	1.19	2.64	0.77	2.11	2009.95	1.3	1.59
8802	60.53	39.47	6	8	42.35	45.54	25.48	78.29	100.41	174.76	86.77	25.29	77.9	99.31	175.13	86.49	24.03	20.75	79.87	85.14	9.17	8.52	73.55	74.53	72.57	71.19	92.7	94.8	124.8	129.14	10.3	5.05	4.9	5.02	4.97	8.36	5.03	16.95	1.61	2.26	23.71	2.91	6.67	2025.17	504.15	2664.43	287.93	1583.33	57.6	43.91	27.46	2.14	5.16	3.49	5.14	3.21	30.07	18.34	19.38	21.87	22.42	29.61	18.0	28.91	1.01	2.8	0.68	2.2	2009.96	1.5	1.39
8804	60.0	40.0	1	7	41.31	44.05	25.9	79.24	100.72	174.15	88.53	26.22	81.24	101.15	175.54	90.16	26.05	29.33	79.83	84.0	10.08	10.67	73.11	73.64	73.11	71.67	92.42	93.3	124.42	126.09	10.66	4.81	4.88	4.84	4.87	6.78	5.16	27.43	0.82	1.65	22.89	2.79	6.03	2135.09	388.7	2082.73	212.95	1204.02	56.19	24.49	46.91	2.29	8.0	3.03	7.58	3.03	29.62	18.61	19.57	22.31	22.2	28.93	18.25	28.1	0.97	2.58	0.86	2.8	2009.97	0.96	2.41
8831	62.0	38.0	1	8	42.8	46.65	24.94	76.87	100.01	175.34	85.67	25.15	77.47	99.82	175.44	87.32	36.17	42.11	75.56	76.32	2.13	0.0	70.4	70.22	72.2	69.85	90.28	91.7	121.76	126.43	12.0	4.97	4.73	5.06	4.79	4.26	7.58	26.09	2.0	2.0	22.96	2.74	7.84	2066.18	415.72	2182.28	213.8	1172.72	54.35	8.11	25.0	2.35	8.0	5.56	0.0	2.78	30.19	19.45	20.07	22.17	23.64	30.0	18.15	27.26	1.02	2.04	0.86	1.69	2009.92	0.0	1.59
8855	56.67	43.33	1	8	45.31	47.17	26.5	81.4	101.18	175.1	89.6	26.52	82.24	101.21	175.92	89.98	40.34	30.77	76.99	79.69	16.1	9.23	75.23	74.43	70.59	68.44	94.58	94.01	128.88	128.0	12.61	5.11	4.96	5.01	5.02	8.47	6.15	20.18	2.61	4.35	23.04	2.77	7.54	1939.85	266.4	1367.03	204.47	1057.36	40.0	30.0	44.78	2.64	11.67	1.96	8.0	3.92	29.64	19.4	20.45	22.33	22.42	29.73	18.59	28.24	1.0	2.8	0.67	2.0	2009.87	2.45	3.25
8861	61.01	38.99	3	8	43.73	47.62	25.67	78.79	100.02	174.87	88.41	25.69	78.74	99.72	174.88	88.53	25.27	23.22	72.78	78.97	6.79	10.28	73.59	74.62	71.27	69.39	92.97	95.23	125.24	129.84	8.13	5.23	4.94	5.26	5.05	10.41	8.17	28.82	2.25	2.82	23.32	2.86	9.34	1964.32	374.03	2028.88	242.57	1371.59	58.36	39.72	29.9	2.01	6.1	2.38	6.19	6.64	29.55	19.03	19.77	22.93	22.77	28.79	18.33	28.08	1.22	2.67	0.65	1.96	2009.92	1.99	2.4
8862	59.69	40.31	5	8	42.12	45.75	25.97	79.43	100.57	174.65	88.51	26.03	80.1	100.71	175.23	88.76	30.77	29.36	79.47	84.4	9.72	11.62	73.36	74.15	70.92	68.39	92.66	94.29	124.9	128.02	9.0	5.02	4.98	5.06	5.0	9.92	5.18	20.37	2.39	3.79	22.94	2.77	6.76	1903.19	373.98	1994.65	273.38	1491.63	58.07	43.04	27.61	2.02	4.83	3.04	4.5	8.84	29.5	19.18	20.08	22.23	22.71	28.98	18.49	28.17	1.2	2.87	0.79	2.34	2009.95	2.33	2.61
8881	56.76	43.24	5	10	51.93	55.82	26.51	80.11	100.94	173.66	93.15	26.15	79.02	100.09	173.56	89.79	41.39	35.6	58.08	59.79	9.08	9.9	75.63	74.96	72.53	69.79	96.84	96.45	130.51	132.49	19.83	5.21	5.29	5.17	5.22	7.5	8.92	20.77	5.88	6.57	24.1	2.99	10.52	1931.19	699.94	3610.4	317.24	1696.88	54.58	57.07	31.08	1.66	10.42	0.0	6.71	3.05	29.27	19.05	19.73	22.77	21.64	29.33	18.46	27.75	1.02	2.02	1.01	1.78	2009.51	1.5	1.34
8891	60.2	39.8	2	10	50.34	54.1	26.74	80.81	101.29	173.7	92.18	26.39	77.93	99.75	171.67	88.82	40.83	35.44	56.73	68.35	6.86	12.66	75.06	74.25	72.6	69.18	95.39	95.57	129.48	131.84	17.13	5.14	5.38	5.06	5.04	8.0	8.91	23.59	4.83	5.17	24.0	3.01	8.35	1909.27	857.29	4357.89	298.53	1564.11	53.91	52.97	27.23	1.63	9.97	1.54	7.94	4.48	29.44	18.95	19.21	22.62	21.12	29.17	17.98	27.95	1.08	2.08	0.8	1.86	2007.03	1.17	1.5
8894	49.32	50.68	1	10	50.45	57.44	26.46	82.5	100.53	176.15	93.1	26.43	81.04	99.74	174.73	92.34	28.77	29.17	43.33	66.67	8.33	13.04	77.67	76.32	71.82	67.52	98.47	98.24	133.27	134.76	13.89	5.24	5.14	5.07	5.05	8.33	8.17	23.61	4.11	5.48	22.86	2.79	14.23	1959.76	881.51	4303.65	320.98	1501.03	41.27	37.25	24.07	2.03	9.59	0.0	10.0	0.0	29.57	19.51	19.95	22.89	21.22	28.9	18.19	27.91	0.84	1.96	0.61	1.17	2006.99	3.43	1.43
8895	53.57	46.43	1	10	50.34	54.21	26.31	81.77	101.69	176.31	93.4	25.97	80.29	102.38	176.09	89.5	28.57	13.33	52.17	33.33	3.7	0.0	74.43	72.35	73.13	64.88	95.84	92.35	131.09	125.82	18.18	5.16	5.15	5.19	4.89	3.7	4.64	17.65	5.66	5.66	23.74	2.91	13.09	1999.07	909.07	4530.33	324.35	1606.74	47.83	39.47	41.46	1.65	8.93	0.0	0.0	0.0	29.6	18.88	19.0	22.44	21.07	29.58	18.07	28.1	0.9	1.66	0.36	1.0	2007.21	1.06	0.0
8896	59.29	40.71	1	10	51.33	58.42	26.79	82.12	102.25	174.87	93.8	26.54	79.74	101.32	173.15	91.21	37.41	35.56	57.78	53.33	9.77	6.82	74.99	74.93	71.24	71.02	94.57	95.48	127.65	130.21	18.52	5.11	5.44	5.38	5.14	7.63	6.77	19.26	5.97	5.97	25.39	3.28	8.29	1983.98	717.41	3699.94	335.28	1789.27	58.04	55.43	45.74	2.14	12.23	0.0	0.0	0.0	29.39	18.84	19.66	22.32	20.02	29.83	18.19	28.4	0.78	1.76	1.21	2.12	2006.83	0.96	1.34
8911	57.69	42.31	2	7	36.93	40.62	24.88	77.34	100.03	176.1	85.52	25.06	77.65	99.17	175.79	85.48	14.29	12.9	65.47	80.33	13.22	8.87	71.86	73.38	74.56	73.2	91.39	93.25	123.63	125.93	6.93	4.91	4.91	4.82	4.91	12.83	5.65	30.14	1.33	2.21	23.6	2.95	8.46	1926.22	395.27	2124.33	285.08	1573.39	58.62	52.82	24.63	0.71	1.3	0.86	5.22	6.78	29.8	18.82	19.32	23.53	24.58	28.47	18.15	26.86	1.56	3.86	0.79	2.61	2009.81	2.05	3.54
8913	60.95	39.05	3	8	43.14	46.84	24.79	75.97	98.86	174.44	85.2	24.71	76.09	98.19	175.02	85.22	17.55	19.8	76.37	79.8	6.76	11.27	72.92	73.98	73.94	72.1	92.01	93.8	123.63	127.28	10.39	5.02	4.92	5.07	4.98	7.09	5.22	21.8	2.3	3.61	24.51	3.08	7.44	1987.72	385.97	2111.18	288.41	1623.37	68.16	63.31	27.14	1.77	6.39	2.19	7.47	2.73	30.39	18.27	18.94	22.3	22.68	29.2	17.94	28.57	1.15	2.68	0.8	2.34	2009.83	1.78	2.48
8915	56.96	43.04	3	8	43.14	48.24	25.76	78.6	100.31	174.35	87.41	26.01	79.01	100.48	174.12	88.7	23.02	23.4	68.22	72.22	9.78	9.79	73.31	74.83	74.47	73.03	93.19	94.97	126.71	129.57	13.83	5.1	5.07	5.04	5.15	9.54	5.41	20.55	2.93	4.27	24.13	3.05	6.62	1917.45	457.96	2451.43	323.96	1781.43	62.2	61.61	23.9	1.87	6.74	5.96	6.93	6.38	30.08	18.68	19.5	22.42	22.73	29.55	18.06	28.33	1.0	2.73	0.81	2.15	2009.89	1.93	1.73
8916	61.94	38.06	2	7	39.76	43.32	24.97	76.21	99.25	174.38	85.22	25.38	77.71	99.21	174.73	85.82	18.15	16.02	78.7	78.57	8.54	8.84	73.12	73.4	75.07	72.66	92.36	93.51	124.38	127.09	8.45	5.01	5.05	4.89	5.09	6.05	5.71	21.8	5.05	5.42	24.92	3.22	8.02	1991.5	491.45	2616.75	315.33	1736.12	65.86	63.67	24.35	1.48	3.82	2.5	4.46	5.7	30.11	18.55	19.5	22.58	23.49	29.34	17.9	28.15	1.12	2.76	0.69	2.12	2009.75	1.68	2.24
8917	58.58	41.42	2	7	40.89	44.89	24.44	75.49	98.77	175.07	84.37	24.48	75.72	97.42	175.57	84.38	11.89	13.33	80.0	86.0	8.41	6.67	71.9	72.66	73.36	71.62	90.93	92.39	122.0	125.2	5.11	4.97	4.94	4.97	4.97	9.73	4.87	22.54	0.0	0.44	24.07	3.03	8.08	1996.41	435.37	2385.94	292.1	1669.6	64.18	62.81	25.58	1.64	2.54	2.29	3.1	7.58	30.1	18.5	19.27	21.98	22.79	29.56	17.84	28.47	1.17	2.81	0.69	1.99	2009.77	1.39	1.43
8918	64.04	35.96	1	8	46.68	49.99	27.29	79.72	101.91	170.85	90.08	27.53	80.8	102.19	171.41	91.45	43.68	47.31	57.62	54.95	21.05	20.43	73.41	73.9	75.81	73.41	93.25	95.3	126.94	131.52	17.44	5.13	5.22	5.05	5.3	13.82	8.0	28.75	7.69	10.65	23.76	2.92	4.48	1900.64	477.08	2533.74	343.11	1863.89	48.85	59.02	21.18	1.67	10.29	8.14	13.75	1.16	29.69	19.43	19.51	22.44	23.09	29.06	18.56	27.74	1.67	3.12	0.93	2.26	2009.93	3.89	3.72
8919	70.15	29.85	1	9	47.64	51.42	25.4	75.02	99.78	171.56	86.52	25.11	74.81	98.32	172.35	85.81	16.67	16.33	79.03	81.63	6.25	8.16	74.6	75.49	73.66	70.79	92.7	94.88	124.57	128.23	4.48	5.23	4.94	5.33	5.02	6.25	4.23	9.52	1.54	3.08	26.78	3.53	11.37	1961.13	504.9	2742.1	375.46	2094.9	66.1	68.52	22.73	1.88	7.46	4.35	2.22	2.17	29.34	18.23	19.15	22.27	21.69	28.42	17.68	27.63	0.93	2.68	0.53	1.78	2009.64	1.12	1.97
8921	59.45	40.55	5	7	39.36	43.42	25.62	77.94	99.75	174.14	87.2	25.79	78.27	99.78	174.04	87.35	28.04	25.08	68.4	76.97	13.3	18.35	72.92	73.74	75.13	73.42	92.46	93.65	125.01	127.19	9.93	5.03	5.05	5.01	5.09	10.22	6.89	31.34	4.09	5.17	23.01	2.78	6.99	2033.22	515.3	2735.06	289.03	1603.72	57.69	60.78	24.44	1.39	4.82	5.14	9.47	9.28	29.3	19.43	20.15	22.84	23.18	28.26	18.74	27.37	1.28	3.31	0.89	3.0	2009.67	3.13	3.43
8922	61.08	38.92	1	7	38.75	42.55	25.14	77.27	99.51	175.18	86.28	25.48	78.54	99.63	175.39	87.3	25.68	29.7	69.49	78.22	13.33	19.61	72.85	73.35	73.99	72.2	92.1	92.52	123.48	124.57	8.11	4.99	5.05	5.04	5.1	11.11	7.76	31.98	1.67	3.33	22.81	2.8	9.86	1982.21	477.6	2509.45	266.28	1452.84	57.23	59.74	20.56	1.21	3.24	3.49	4.65	6.98	29.43	19.11	19.46	22.93	23.33	28.92	18.0	27.57	1.11	3.25	0.98	3.11	2009.65	2.39	2.78
8923	59.48	40.52	1	8	42.35	46.21	25.79	77.09	100.19	172.69	87.53	25.8	77.03	99.3	172.53	87.46	32.46	30.65	65.09	73.77	16.82	24.19	73.89	74.45	73.47	72.34	92.75	94.26	125.35	127.21	17.54	4.94	5.04	4.79	5.13	8.41	5.72	34.26	2.73	5.45	23.11	2.72	8.93	2047.93	559.45	3000.48	321.17	1809.09	62.37	63.64	12.9	1.54	4.31	10.91	7.55	7.27	28.7	19.45	20.39	23.29	23.59	28.27	19.17	26.85	1.44	3.18	0.79	2.54	2009.69	2.57	2.63
8924	54.55	45.45	1	6	35.04	39.45	25.67	78.59	99.75	174.89	86.68	25.38	77.58	98.74	174.81	85.78	29.38	30.67	54.11	72.37	18.37	22.37	72.61	72.85	75.78	74.46	92.44	92.95	125.07	126.94	7.05	4.72	4.97	4.74	5.07	10.2	6.19	33.78	2.53	3.16	21.68	2.49	8.68	2008.52	549.7	2892.78	362.76	1958.1	51.59	58.33	23.38	1.02	2.45	7.25	7.46	17.65	28.86	19.68	20.75	24.09	24.43	27.23	19.39	27.09	1.71	4.25	0.97	2.83	2009.64	3.22	3.87
8925	59.31	40.69	6	9	46.08	49.72	25.53	77.94	99.72	174.34	88.07	25.8	78.76	99.68	174.49	88.64	27.01	23.31	75.17	76.33	8.29	9.95	74.0	75.19	73.93	72.8	93.81	95.81	127.1	130.87	12.05	5.11	5.05	5.1	5.16	9.67	5.82	15.61	2.18	4.7	24.19	3.0	6.2	1953.11	431.18	2313.77	305.67	1686.25	64.54	55.95	25.81	2.06	6.07	3.03	3.62	5.04	30.13	18.2	19.28	21.82	21.84	29.74	18.12	29.16	0.97	2.41	0.75	2.17	2009.82	1.53	1.97
8926	60.04	39.96	4	8	41.58	45.95	26.06	79.52	101.0	174.44	89.07	26.1	79.41	100.28	174.31	88.69	27.93	27.08	79.3	80.56	12.67	14.93	73.15	75.03	75.36	73.09	92.68	94.68	125.26	129.01	10.91	5.09	5.08	5.1	5.18	12.76	7.55	29.12	2.98	5.5	23.19	2.78	6.22	2000.9	471.23	2478.78	262.46	1434.92	53.77	48.92	20.5	1.71	5.49	5.04	8.19	8.71	29.62	19.02	19.57	22.68	22.16	28.93	18.4	27.76	1.2	2.85	0.82	2.39	2009.79	1.67	2.94
8931	61.22	38.78	2	8	41.68	45.17	25.16	76.34	99.56	173.8	85.59	25.48	76.84	99.62	173.45	86.38	27.24	28.13	63.45	69.57	15.29	15.95	74.53	74.22	76.25	75.02	94.29	94.7	128.01	129.38	11.11	5.15	5.0	5.14	5.02	10.92	4.92	26.51	3.49	5.81	22.98	2.78	7.58	1961.12	491.4	2679.72	357.72	2011.28	62.22	62.25	27.52	1.47	7.25	3.45	9.29	6.29	29.44	18.96	20.2	23.0	23.24	28.59	19.05	28.14	1.18	2.93	0.81	2.35	2009.89	2.55	2.78
8932	61.88	38.12	6	7	40.34	43.95	25.5	78.39	100.85	174.95	86.7	25.52	78.22	100.13	174.86	86.8	24.01	23.85	75.7	78.22	11.38	14.57	73.33	73.39	74.83	72.42	92.65	93.64	124.88	127.82	7.98	5.09	4.97	5.09	5.08	10.92	6.54	29.3	2.09	3.66	23.8	2.94	8.4	1967.76	401.88	2192.33	312.72	1746.51	59.76	65.31	18.08	1.55	5.14	4.31	8.81	7.69	29.76	19.08	19.79	22.97	23.37	28.76	18.41	27.57	1.18	2.94	0.9	2.53	2009.91	2.08	3.05
8933	59.79	40.21	2	7	38.87	42.44	24.95	76.95	99.46	175.1	85.03	25.07	76.98	98.7	174.82	85.51	20.51	18.45	71.86	78.11	9.26	14.79	72.64	73.59	74.21	73.19	92.46	93.3	125.56	126.58	7.94	4.98	4.94	4.92	4.94	10.78	6.61	29.17	0.73	0.73	23.72	2.97	8.61	1972.03	375.98	2040.46	270.6	1513.54	57.26	66.38	21.05	1.38	4.64	5.59	6.25	8.07	29.1	19.03	20.58	22.75	23.0	28.15	18.68	27.51	1.21	3.2	0.89	3.12	2009.84	1.91	2.7
8934	52.83	47.17	1	7	41.13	45.61	25.21	76.24	98.82	173.39	86.52	25.41	77.77	98.76	174.74	88.08	21.57	20.62	77.33	76.29	8.67	11.34	74.45	75.03	73.59	74.11	93.03	94.75	124.44	128.84	12.1	5.04	5.06	4.95	5.06	10.0	5.72	26.06	5.1	5.13	23.99	3.02	8.34	2014.28	478.2	2583.98	387.79	2131.95	57.25	65.87	22.22	1.49	6.96	5.43	6.59	8.7	29.83	18.29	19.38	22.85	23.41	28.81	18.37	27.65	1.01	2.86	0.59	2.37	2009.82	1.9	2.43
